GNB,LR,PAC,Pct,RC,SGDC,LSVC,SVC,KNC,MLPC,DTC,ABC,BC,ETC,GBC,RFC,HGBC,XGBC,LGBMC,CBC
0.8449091063202837,0.7127025043532208,0.7618313119772655,0.7686732505760079,0.6836099189265388,0.7434948661400206,0.7200667194030761,0.8713539712973348,0.9267023035873604,0.7586773408435721,0.653625840522949,0.6484205341747893,0.7000815045257829,0.8706599889327868,0.7481109292949895,0.8285371972206289,0.8538169844944107,0.8789644357212429,0.8470754070877767,0.8889671861419994
0.8449091063202837,0.8468669609627593,0.836462200496422,0.8250830600055425,0.7415784950018233,0.8503056665697641,0.8290550010404896,0.8859763603758113,0.8632527661684354,0.7290461087598282,0.6519284552353358,0.6484205341747893,0.6992329908755409,0.8706599889327868,0.7476657362227309,0.8293515037630405,0.8538169844944107,0.8789644357212429,0.860067683646299,0.8889671861419994
0.8227528285860256,0.7451689219757622,0.8393256067358161,0.7113396265789934,0.785614538210315,0.8219686833070412,0.8702826801225284,0.8978744885437191,0.9125097040911663,0.8780492956171588,0.5187186130081299,0.5939944514058211,0.7085486967572454,0.8707199176693312,0.7530609046847918,0.8394540452778776,0.7468201699188131,0.8006725234089301,0.7309402260904145,0.8676719663651061
0.8449091063202837,0.853309405141715,0.8421690250637274,0.8299617529310916,0.6878203610711278,0.7348362059430283,0.8154983763265393,0.8714970361896502,0.8598960569054609,0.7898175661731709,0.6563013659615548,0.6478592483965315,0.6997689470140828,0.8706599889327868,0.7482243742930749,0.8296041310969532,0.8538169844944107,0.8789644357212429,0.8369571446995411,0.8889671861419994
0.8449091063202837,0.8517226430800808,0.8200177545051001,0.8209718176461832,0.6860952352684322,0.7173115249844992,0.830081439491623,0.8681303034122381,0.8830813736763594,0.7977783813634638,0.6535526451742346,0.6481154164499625,0.6974085975188842,0.8706599889327868,0.7477402605992889,0.8261316932092306,0.8538169844944107,0.8789644357212429,0.8470192724251494,0.8889671861419994
0.37421188381510695,0.3708836515728443,0.22086669929841424,0.3007903694898633,0.36997334794669245,0.37421426491154797,0.3707445930481703,0.3672386675743562,0.37205554566529125,0.373963862506644,0.31924238518875864,0.3354586818558873,0.36900052706530656,0.37541231449039464,0.3772248796975221,0.3788220825277117,0.37588544954850134,0.3761932383827905,0.3744696181770234,0.37317140632346957
0.36885672895149074,0.366586334476087,0.32237142012889647,0.3037442469196911,0.36651583710407243,0.3690299444123286,0.36651583710407243,0.36651583710407243,0.36215591904316974,0.3744086525880739,0.30784545482535425,0.3582720903351005,0.369213438061171,0.3662096417514374,0.3682139132049542,0.3695647610513247,0.367835372861639,0.3682713698619553,0.36707745384242163,0.36534083791210864
0.3748780418413762,0.37170638976585757,0.2217806976628096,0.1612306746947506,0.37054033831947886,0.3751031678065734,0.3708134602566751,0.3672386675743562,0.375607347829509,0.37840164739338256,0.3098104756388937,0.3529927805148423,0.37422198658171363,0.37685000704980465,0.374995247001707,0.3790248091601467,0.3741168236647683,0.37728379062285156,0.3781549296031689,0.3723598719561784
0.3665299254296573,0.36651583710407243,0.15745483774788246,0.2631146874000115,0.36651583710407243,0.3633106129623297,0.36651583710407243,0.36651583710407243,0.3664165585181515,0.36629261266982854,0.3062776110937128,0.339754118061763,0.3672075468981078,0.3663199357095156,0.3662199688070884,0.367922430072717,0.3675466225188292,0.3670686505865361,0.366199912811678,0.36712796430841843
0.3665040279677763,0.36651583710407243,0.31837153102672333,0.24686834616099304,0.36651583710407243,0.3652756314846116,0.36651583710407243,0.36651583710407243,0.3658495354778351,0.36691439738800763,0.3068591051708272,0.3409797750935053,0.36734755482197456,0.366586334476087,0.3690620852691717,0.36851457008227384,0.3647662283572969,0.36354781344309384,0.36624232251004235,0.36586338559569176
0.05413850849387703,0.3661161982591767,0.012369668293861338,0.030438255269071627,0.37227078914340667,0.38354887447286723,0.37249852605627765,0.36651583710407243,0.36526841307546776,0.498218447146011,0.6761640529876498,0.6781696462823255,0.7563216102831929,0.8693679846147555,0.8531002826964554,0.8822720111947219,0.860014889017403,0.8745916738124192,0.8568844166121367,0.8347095482125007
0.8622569268877569,0.8685190533779735,0.8268489300563941,0.8497576207660732,0.8314089481260896,0.8887378167024315,0.8900086337947009,0.89583769416597,0.8406031001577946,0.6794013603668606,0.5702333275813057,0.558032372557165,0.5671397263537951,0.873408988009529,0.8603801139580837,0.8339952418328068,0.8514821119365622,0.8671264446452982,0.8571353731527255,0.8507053548945458
0.8238137951061957,0.6580988621434711,0.862104721860406,0.7484644281718589,0.7838200607160093,0.8325914858314044,0.8761610534754345,0.9020892845597145,0.9011857056386632,0.9070318327204895,0.5804438043055932,0.5269469590238932,0.6994450022789166,0.8606076512605175,0.7743835303860216,0.8359230884258183,0.773299884275614,0.7676009304964214,0.7171319139999003,0.8418331595969267
0.7089235927294418,0.7093581138698843,0.5124158456431229,0.5391227161810965,0.5874033744781584,0.584142866341364,0.5369429422507432,0.778855721318504,0.7718708297564024,0.5789069352910762,0.4177557311950861,0.47283516662353786,0.6951522944307568,0.8274561716375989,0.6981776793806234,0.7785123344901073,0.8352875303259222,0.8662270647015772,0.8482360445000934,0.8099985326542967
0.6176550377409341,0.61194350692531,0.36300678288745203,0.3972701468321224,0.45210485055695454,0.3883535933351508,0.34217195255023924,0.7263762381672145,0.7447485128878663,0.5787928576516732,0.48633108279046494,0.5213395355960116,0.6867056492444373,0.7110468295851362,0.7558279359667974,0.8214875793538847,0.781356269547919,0.7576896636169029,0.7727958375119383,0.8272898718478389
0.053375536255939444,0.37720306146271476,0.38846811857856456,0.34384283481056827,0.39068218818178285,0.38931024609212284,0.39594721331509547,0.36651583710407243,0.37620781173563334,0.4910069014383249,0.6416865889721216,0.6759082917101831,0.7576674013397939,0.8542885996616727,0.8488319146756077,0.9010047825690445,0.8583630411403868,0.8632041412474497,0.8518905928948992,0.8385319611454112
0.8625983387238982,0.8727666993748907,0.7925592265526546,0.8916485488554717,0.8339918211565391,0.8841394105091478,0.8907431153899067,0.8901401859355021,0.596683914128937,0.8032824827011925,0.5324758523628155,0.5830680732449458,0.5698485756481864,0.8869753254996047,0.8596448915399041,0.8818969175490332,0.8503274956422378,0.8667065389564469,0.8528791702917289,0.8405664797106163
0.7970679159725741,0.6834417208001764,0.8472198617545413,0.8035482346840165,0.7913427189892999,0.8147335170710354,0.885678579428613,0.6387385197889244,0.39882695155847026,0.8764011158461986,0.6005031761805955,0.6822292109627713,0.7388241664074663,0.8851767441132857,0.8044680603550697,0.8596826881465638,0.7721470180420983,0.7618741092118594,0.7326260025994564,0.8297052556584118
0.708653406781705,0.7139585162190499,0.5255498823958527,0.5454790782220795,0.5915277223803678,0.5788905924769535,0.5372713770166448,0.7576657661004786,0.7123812480516917,0.6226226651254532,0.5382251515091347,0.47052710471281817,0.7095080395430828,0.7723182556595939,0.7132009073202267,0.7746022243136336,0.8314094269246287,0.868706693199635,0.8551249424970151,0.8084134573147186
0.6172362275038833,0.6118915442399503,0.393307155257993,0.3683839580285218,0.4585351385596188,0.38368924805292964,0.3530225512579151,0.7142830615958367,0.6879898034647886,0.5991798615845882,0.46821235702453723,0.5201168917769563,0.7208493740440463,0.7274916002926715,0.7647811871241229,0.8137131176543534,0.7656465627600982,0.7450001956256784,0.7692722237887663,0.7830082227122692
0.8460400358611261,0.7084095920200663,0.7618313119772655,0.7505996264397741,0.6960396911721835,0.6265258698792421,0.7306765271013418,0.8712129082158521,0.9267023035873604,0.7006342168710183,0.7024298471383545,0.7031551919382768,0.7226309695263085,0.8562791383932039,0.8210325001335461,0.8713282605402562,0.8843095364658198,0.8554561288269751,0.8799716658578194,0.8487639365955398
0.8458603224717995,0.8506468901578204,0.8028781611026155,0.8392867011339451,0.7357925308576472,0.8431735749055189,0.8220184582332986,0.8763493898744233,0.8044430419025433,0.7819179784944769,0.6118224113707551,0.5704394913393764,0.7006902173763145,0.8710992051163938,0.8260845073407285,0.8863064038383103,0.8466967251198549,0.8800592809738403,0.8984999191693649,0.8656902476216918
0.8148621246030093,0.7656574326683624,0.8551479338694036,0.7900293439750219,0.7920133108350356,0.8148836742181528,0.8899328653585714,0.7320021480045646,0.42298871335813626,0.8242526397567231,0.6528925654324617,0.6576396188389859,0.7260884925142593,0.9000164728253169,0.750131507245666,0.8332006285423484,0.8073408501911458,0.8012539537073808,0.8232039950237001,0.857318926901973
0.8451201224938858,0.853289821000773,0.806139541912672,0.8372648924926227,0.683405864848444,0.768448480704612,0.8124003048581083,0.8662947353249698,0.8608876273711621,0.814892168109427,0.6582330369657117,0.6563883711390656,0.6914475434083517,0.8615115857503374,0.8042066568519809,0.8547918692561202,0.8724508026763613,0.8699735484036859,0.8239339212149757,0.8691270379545524
0.8449395732597874,0.8523116757538707,0.8320748596183608,0.812675261904249,0.6780045707648251,0.7129383350406111,0.8268983947757345,0.8641606983450891,0.8793055749326371,0.8176131462931239,0.6250164110739547,0.6410379464147413,0.6766966606512934,0.8421924059029796,0.7841637210680314,0.8597366358056941,0.8703761773170529,0.8494507498631233,0.8352726146371701,0.8678757019794823
0.2968406645578696,0.713157038525676,0.7618313119772655,0.7613049778593813,0.6658504750171008,0.6232747137359215,0.7213973093544096,0.8666948404502872,0.9267023035873604,0.6639013304951238,0.7443803737355593,0.7369593263208083,0.7695217153536598,0.8859403144882595,0.86384879199353,0.8859545390405543,0.8227996348519787,0.8594025935734881,0.8693311852037806,0.8756995801139129
0.8774413835195114,0.8516140769871132,0.8746917441196094,0.8428606805919977,0.8187387509546964,0.8455569454304532,0.8399053416390185,0.8894632450432033,0.8530732101760653,0.787414994223529,0.5557759946377975,0.5806672400458749,0.6142101126655161,0.8628533554348069,0.8804995466726604,0.8369899291165207,0.8354268263193768,0.8822189141468441,0.8475536954669742,0.841806816290041
0.8255876647636172,0.7829637440997129,0.8074032239025892,0.8005720349387698,0.8007246205086819,0.8509225510541518,0.8856269609731318,0.9015305069196221,0.9149097766951352,0.8934243002295346,0.5437281984262802,0.5940432458491937,0.7298412366135484,0.8970252517942903,0.7888638053315464,0.8676750542243369,0.7618241481077316,0.7625340818607008,0.7352069479552517,0.8355860279763402
0.7542017405172201,0.8232634266846035,0.7381551381389017,0.7798735789559029,0.8038820417722444,0.7506922184394952,0.7695671527531794,0.8695940412864505,0.8582816373926214,0.7763190276091285,0.6425402894269693,0.665461930510275,0.7851986071074217,0.8218759797230236,0.8049235832079215,0.8383429951770984,0.8561136256926385,0.8522445532713084,0.8465804178882814,0.8332127064415973
0.7037384957598647,0.8114304114283605,0.7788669749673551,0.8029283605269391,0.7843231949149547,0.7390931536933725,0.7593414456479346,0.8592875669276292,0.8732305615037037,0.7805256780727082,0.5194796256360896,0.47844489822615094,0.7343631525496676,0.8368372813362884,0.8446373934984492,0.847704508765761,0.8344702078783034,0.8517649122882897,0.8287525765430871,0.8381298208314238
0.28897094080679114,0.7364476526221626,0.7618313119772655,0.7813485647256181,0.680530368188845,0.6632324681899001,0.7283856478176582,0.8666948404502872,0.9267023035873604,0.7430967972519655,0.7353489968862575,0.7405247542699994,0.7726588119072207,0.8674126993745633,0.8776520531245017,0.8861999872794505,0.813981546179975,0.859917901131351,0.8597011564258283,0.8603011206803375
