weighted F1,Neutral,Open,Pistol,Thumb,OK,Grab,comb
0.7854147979008034,0.8637307236061684,0.8230251071647275,0.6570644718792867,0.28462273161413565,0.7401685393258427,0.7960893854748603,0_3
0.79531039850751,0.8699110564755225,0.8728283530229326,0.6060606060606061,0.3989681857265692,0.7491115849324804,0.7509130752373996,0_4
0.7932711209053893,0.8604857819905213,0.8007448789571695,0.5972644376899696,0.42482517482517484,0.7814207650273224,0.8288288288288288,0_5
0.8776169990358726,0.9136973309849614,0.9272517321016166,0.8115593016255268,0.6128318584070797,0.8438228438228438,0.9041255084253341,0_22
0.7344310945442049,0.8190442415107723,0.7667316439246263,0.6030589949016751,0.4,0.6820809248554913,0.6342991386061081,3_4
0.7419559609955685,0.8117359413202934,0.7403245942571786,0.5816849816849817,0.4015594541910331,0.7433116413593637,0.7661843107387661,3_5
0.8430881257646551,0.8796068796068796,0.8667044809982983,0.7760506620610248,0.6467203682393556,0.8283582089552238,0.8419071518193224,3_22
0.7423863255489045,0.816063548102383,0.7440597420230821,0.5462114904246461,0.5105263157894737,0.7392290249433107,0.6656225528582616,4_5
0.8404064829459421,0.8806446465613531,0.8864468864468864,0.7783572359843546,0.6583649160801299,0.8067010309278351,0.7874116891457932,4_22
0.8447676801166434,0.8761516510395434,0.8324757004002287,0.7592472420506164,0.6934673366834171,0.8552631578947368,0.8651960784313726,5_22
0.7695315926956937,0.8536948595491193,0.823943661971831,0.6026026026026026,0.3376784605834885,0.7204081632653061,0.718475073313783,0_3_4
0.7763054637181842,0.8512841973112936,0.7930174563591023,0.5959142999501744,0.3970223325062035,0.7450602409638554,0.7808540591271703,0_3_5
0.8381645938465091,0.8890746386075327,0.8770011714174151,0.7341040462427746,0.5534420289855072,0.7950469684030743,0.8417536534446765,0_3_22
0.773476415252526,0.8498353231782627,0.7989347536617842,0.5609887157442235,0.4156769596199525,0.7492767598842816,0.7607003891050583,0_4_5
0.839498644324724,0.8913347815592566,0.8979420411591769,0.7078449053201082,0.5752250321474497,0.8046571798188874,0.8140138408304498,0_4_22
0.8419259620518853,0.8850795527313925,0.8584868678949431,0.7331536388140162,0.5916808149405772,0.8223684210526315,0.875,0_5_22
0.7330775395959173,0.8136056037041434,0.736053288925895,0.5838509316770186,0.3906856403622251,0.7242083758937692,0.67601246105919,3_4_5
0.8018871909215232,0.8622747872222837,0.8375101050929669,0.6642369020501139,0.5880281690140845,0.7456258411843876,0.7517667844522968,3_4_22
0.8215344506868172,0.8633589511754068,0.8258471237194641,0.719169190826482,0.6245704467353952,0.8199658703071673,0.8281861678990866,3_5_22
0.8110085491254816,0.8577913091613617,0.8117120780805205,0.7131492746841367,0.6135021097046414,0.8069241011984021,0.7834224598930482,4_5_22
0.7653606146816602,0.8440778409545928,0.786291626252829,0.6017014694508894,0.376036866359447,0.7356235997012696,0.7405504587155963,0_3_4_5
0.8083253920329443,0.8719565465111863,0.8518859245630175,0.6713830916165546,0.5102040816326531,0.7570190641247834,0.7741505662891406,0_3_4_22
0.8226434340696023,0.8748795064584538,0.8546956255735699,0.6946027489104928,0.5516754850088184,0.7952207102555593,0.8278979657733291,0_3_5_22
0.8182329140864648,0.871914050594331,0.8448762143528674,0.6738583243437613,0.5747361252979231,0.7970725216234198,0.7997316336799731,0_4_5_22
0.788980515941199,0.8467714672075727,0.7916540671303296,0.6796047988708539,0.5405791919914193,0.7673695126166609,0.7637116246981718,3_4_5_22
0.8001447081311825,0.8609300714713013,0.8145614463718543,0.669166426305163,0.5097575399172087,0.7705507888181566,0.7888467785598268,0_3_4_5_22
