weighted F1,Neutral,Open,Pistol,Thumb,OK,Grab,comb
0.8536588914790723,0.8970207683630814,0.7957605270696075,0.795466810577442,0.6377668308702792,0.8373983739837398,0.8812324929971989,0_9_18_5
0.8904145424474025,0.924901185770751,0.8465487735310896,0.8559670781893004,0.7119481321395492,0.8705055420383887,0.8964383561643836,0_9_18_16
0.8700033498460336,0.9140615112011138,0.8396739130434783,0.8513998564249821,0.6089351285189718,0.8166072338257768,0.9065637065637066,0_9_18_20
0.8871452038460067,0.9211277544343587,0.870715249662618,0.8549323017408124,0.6940517471325687,0.855031847133758,0.9080103359173126,0_9_18_22
0.8606866606668666,0.9003774941578285,0.8453357642054087,0.7509194249414911,0.7108390349297803,0.8224121557454891,0.8605185428290122,0_9_5_16
0.8476185629236311,0.8958624237524804,0.8477389811104751,0.7765346235258542,0.557340306313037,0.8199513381995134,0.8785103785103785,0_9_5_20
0.8580235727956371,0.8953671132400269,0.867595818815331,0.7721674876847291,0.6697790227201992,0.8240822320117475,0.8785450061652281,0_9_5_22
0.8879264377672071,0.9252320560334568,0.8943846377654932,0.8310104529616724,0.6901934170342722,0.8387096774193549,0.8904761904761904,0_9_16_20
0.9012902666089047,0.9302277575173743,0.9117647058823529,0.8369468369468369,0.7720222417325139,0.8614122472897744,0.8947526236881559,0_9_16_22
0.8845000067558401,0.9205946593391108,0.9213233249930498,0.8479692645444566,0.6630727762803235,0.8209655172413793,0.8992464415294446,0_9_20_22
0.8506709110996734,0.8979811745317402,0.7784679089026915,0.7725947521865889,0.6175051688490696,0.8432556801840667,0.8703650474274217,0_18_5_16
0.8406636828085555,0.8926098124004291,0.8008740781207321,0.7929373996789727,0.504406779661017,0.8341232227488151,0.8863697705802969,0_18_5_20
0.8569825944323693,0.8983123054235622,0.8186383928571429,0.8008800880088008,0.6057142857142858,0.8593962469404406,0.8932355338223309,0_18_5_22
0.8699949386433373,0.9162633107454018,0.8208830880311024,0.8250384812724474,0.5878614553543057,0.8509231193166161,0.9026128266033254,0_18_16_20
0.8953913692353672,0.9274279942456612,0.8800223214285714,0.853715775749674,0.7107761027359017,0.8714784008585994,0.90884790163058,0_18_16_22
