weighted F1,Neutral,Open,Pistol,Thumb,OK,Grab,comb
0.9152866448555896,0.935906391896612,0.8967698215495821,0.8870598994055784,0.8765994361309911,0.8644028644028644,0.89965075669383,8_9_16_22_28
0.9108552750236659,0.9353386114136033,0.9012069736253912,0.8657167530224525,0.8708630759247242,0.8346783490892322,0.9017713365539453,8_9_17_22_28
0.9076622966042266,0.9342182435561044,0.8955302829939169,0.8569261880687563,0.8563218390804598,0.8317631224764468,0.8902788636955955,8_12_16_17_22
0.9045443353826367,0.9318478058469368,0.8646379853095488,0.8402457757296466,0.8874066168623266,0.827359781121751,0.8912751677852349,8_12_16_17_28
0.9021281870300007,0.9276132624651987,0.8765182186234818,0.8455497382198953,0.8451392281387397,0.8559649574851842,0.8995141907440553,8_12_16_22_28
0.9026079897654676,0.9295349434737924,0.8721278721278721,0.8594319009468318,0.8507215519280814,0.8320292123109024,0.8995943204868154,8_12_17_22_28
0.9091341282401245,0.9360392909563058,0.8896567611149505,0.8569447654263924,0.8698752228163993,0.8308361527307878,0.8902496467263307,8_16_17_22_28
0.9076234093968926,0.9345922532797357,0.8850574712643678,0.8582854286428393,0.8567961165048543,0.8301314459049545,0.8973029045643154,9_12_16_17_22
0.9074070812935783,0.9327382449082223,0.8536209553158706,0.8554942298043151,0.8941363756964712,0.8327215521761929,0.9045226130653267,9_12_16_17_28
0.9061046900100188,0.9299859460840679,0.8723352119578535,0.8647686832740213,0.8487394957983193,0.8649735981895902,0.9033742331288344,9_12_16_22_28
0.9129037979726811,0.9371786996023149,0.8846534653465347,0.8816638775998088,0.8585178055822906,0.8524096385542169,0.9076690211907165,9_12_17_22_28
0.9105989761548995,0.9372542314925628,0.8894964684438369,0.8566907775768535,0.8578442311983933,0.8465608465608465,0.8965680473372781,9_16_17_22_28
0.9034467010747222,0.9317035432461706,0.8674145843957165,0.8426966292134831,0.8463438735177866,0.8421052631578947,0.8984758460346164,12_16_17_22_28
0.9071542334744285,0.9332577728548981,0.892933618843683,0.8516804185952908,0.8708971553610503,0.827807486631016,0.892948173322005,8_9_12_16_17_22
0.9089242218882332,0.9325340430479833,0.8619586089182846,0.8627125673994194,0.8951890034364262,0.8391332895600788,0.9058798190824898,8_9_12_16_17_28
0.9077381352149048,0.9304677623261695,0.8810012310217481,0.8751811219209273,0.8671189146049482,0.8478937538908488,0.901089689857502,8_9_12_16_22_28
0.9119487688601947,0.9347357209426175,0.8927915050030631,0.8776553894571204,0.8699059561128527,0.8434089000839631,0.9092402464065709,8_9_12_17_22_28
0.9078171727233729,0.9340135565615195,0.8864720473192139,0.8586446405106063,0.8712908011869436,0.8288811459543167,0.894726524210939,8_9_16_17_22_28
0.9052672609486543,0.9324642126789366,0.8837700760777684,0.8471083070452156,0.8584696143751261,0.8340203948795835,0.8951526799060431,8_12_16_17_22_28
0.9072465349177167,0.9333092634619352,0.8766045548654244,0.8654874537227478,0.8477198697068404,0.8487784330244313,0.8982188295165394,9_12_16_17_22_28
0.9084119914709656,0.9326338433171631,0.8806075591663723,0.868760907504363,0.8732734806629834,0.8342711925939372,0.902352102637206,8_9_12_16_17_22_28
